"","district","weekstartdate","anycases","totalcases","est"
"512","hamlin",2005-10-30,0,0,0.000487387723632379
"513","hamlin",2005-11-06,0,0,0.000169978195599271
"514","mccook",2005-07-10,0,0,0.132383941165164
"515","marshall",2005-01-23,0,0,2.91352817154019e-09
"516","marshall",2005-01-30,0,0,4.38799294205757e-09
"517","mccook",2005-07-31,0,0,0.184907216910657
"518","mccook",2005-08-07,0,0,0.176387188818474
"519","mccook",2005-08-14,0,0,0.151410914481187
"520","moody",2005-06-12,0,0,0.00247500960847641
"521","moody",2005-06-19,0,0,0.00498982148372082
"522","mccook",2005-09-11,0,0,0.0753420402189271
"523","mccook",2005-09-18,0,0,0.0481972529935876
"524","mccook",2005-09-25,0,0,0.0323903473777352
"525","mccook",2005-10-02,0,0,0.0180512170072589
"526","mccook",2005-10-09,0,0,0.0072052498373674
"527","mccook",2005-11-06,0,0,0.000131255800716542
"528","lincoln",2005-01-30,0,0,3.61618491554215e-08
"529","lincoln",2005-02-06,0,0,6.94781533690719e-08
"530","hamlin",2005-06-05,0,0,0.00775602024858121
"531","deuel",2005-09-11,0,0,0.0256647895807681
"532","mccook",2005-12-04,0,0,8.28698513230173e-07
"533","moody",2005-09-04,0,0,0.0122440198158194
"534","brookings",2005-01-09,0,0,7.56807349842906e-08
"535","brookings",2005-01-16,0,0,2.36209207025157e-08
"536","brookings",2005-01-23,0,0,1.6145064335682e-08
"537","deuel",2005-10-30,0,0,0.000145008016176197
"538","hamlin",2005-07-31,0,0,0.244407060944276
"539","lincoln",2005-04-10,0,0,8.86081459037242e-05
"540","lincoln",2005-04-17,0,0,0.000206817439669679
"541","marshall",2005-01-16,0,0,4.7590604104051e-09
"542","lincoln",2005-05-01,0,0,0.000593030598182625
"543","lincoln",2005-05-08,0,0,0.00117843116333183
"544","lincoln",2005-05-15,0,0,0.0019231254983903
"545","lincoln",2005-05-22,0,0,0.00481251499767834
"546","lincoln",2005-05-29,0,0,0.00779586693023084
"547","moody",2005-02-06,0,0,3.48108067463433e-09
"548","marshall",2005-03-06,0,0,1.17269911123935e-07
"549","hamlin",2005-10-09,0,0,0.00984590988336364
"550","moody",2005-12-25,0,0,5.27641467074849e-09
"551","marshall",2005-03-20,0,0,5.53043948062593e-07
"552","union",2005-10-09,0,0,0.00505757743566367
"553","marshall",2005-04-03,0,0,4.30586362134762e-06
"554","hamlin",2005-11-13,0,0,6.81659420910498e-05
"555","hamlin",2005-11-20,0,0,1.70540861313514e-05
"556","moody",2005-05-01,0,0,3.18512206768917e-05
"557","moody",2005-05-08,0,0,6.76859127001692e-05
"558","moody",2005-05-15,0,0,0.000108594250577279
"559","moody",2005-05-22,0,0,0.000285864862961034
"560","mccook",2005-08-21,0,0,0.128335439942088
"561","mccook",2005-08-28,0,0,0.103140000319254
"562","hamlin",2005-04-03,0,0,8.49070176837318e-06
"563","hamlin",2005-03-27,0,0,2.8537907664915e-06
"564","lincoln",2005-01-02,0,0,3.37512689907522e-07
"565","lincoln",2005-01-09,0,0,1.1267661171956e-07
"566","lincoln",2005-01-16,0,0,3.63031048519395e-08
"567","mccook",2005-10-16,0,0,0.00327388531334876
"568","moody",2005-07-24,0,0,0.0532382282486189
"569","moody",2005-07-31,0,0,0.0469658260002401
"570","moody",2005-08-07,0,0,0.0441371161772868
"571","hamlin",2005-06-12,0,0,0.0173793030502272
"572","hamlin",2005-06-19,0,0,0.0357969990386083
"573","deuel",2005-09-18,0,0,0.0159072317622825
"574","deuel",2005-09-25,0,0,0.0104021148149062
"575","deuel",2005-10-02,0,0,0.00644485171541331
"576","deuel",2005-10-09,0,0,0.00249227870741051
"577","deuel",2005-10-16,0,0,0.0012503072500066
"578","moody",2005-10-02,0,0,0.00228473555102789
"579","moody",2005-10-09,0,0,0.00100661329165345
"580","moody",2005-10-16,0,0,0.000517430177752649
"581","lincoln",2005-04-24,0,0,0.000482152935659611
"582","moody",2005-10-30,0,0,7.29577849389068e-05
"583","moody",2005-11-06,0,0,3.00338705824622e-05
"584","moody",2005-11-13,0,0,1.29608185559844e-05
"585","moody",2005-11-20,0,0,3.4317435216038e-06
"586","moody",2005-11-27,0,0,1.16946705146195e-06
"587","moody",2005-12-04,0,0,2.12557363807426e-07
"588","deuel",2005-12-25,0,0,1.28364119330879e-08
"589","moody",2005-12-18,0,0,1.15007235926488e-08
"590","day",2005-12-04,0,0,9.41822320229648e-07
"591","day",2005-12-11,0,0,1.86525462330454e-07
"592","day",2005-12-18,0,0,6.12625437338025e-08
"593","day",2005-12-25,0,0,2.91744458293902e-08
"594","mccook",2005-07-03,0,0,0.0933463846834348
"595","mccook",2005-06-12,0,0,0.0107794251198657
"596","mccook",2005-07-17,1,1,0.163054577800878
"597","mccook",2005-07-24,0,0,0.206548987680702
"598","deuel",2005-05-22,0,0,0.000616258571931469
"599","deuel",2005-05-29,0,0,0.00100921929319578
"600","moody",2005-05-29,0,0,0.000472312653556999
"601","union",2005-02-13,0,0,4.19031652547041e-08
"602","union",2005-02-20,0,0,9.31487920049431e-08
"603","union",2005-02-27,0,0,2.26688786794091e-07
"604","moody",2005-06-26,0,0,0.0115432329972478
"605","moody",2005-07-03,0,0,0.0215842363848806
"606","moody",2005-07-10,0,0,0.0308218980170911
"607","lincoln",2005-01-23,0,0,2.49454553166127e-08
"608","deuel",2005-07-31,0,0,0.087397867438394
"609","deuel",2005-08-07,0,0,0.0880151034275226
"610","deuel",2005-08-14,0,0,0.0685725720901678
"611","moody",2005-08-14,0,0,0.034481758555109
"612","moody",2005-08-21,0,0,0.0270134476018449
"613","moody",2005-08-28,0,0,0.018618351405598
"614","roberts",2005-01-02,0,0,5.15316468038528e-08
"615","moody",2005-09-11,0,0,0.01093267660057
"616","moody",2005-09-18,0,0,0.00636945275980315
"617","moody",2005-09-25,0,0,0.00403238373905076
"618","hamlin",2005-07-24,0,0,0.27180833421394
"619","lincoln",2005-04-03,0,0,2.71010874071712e-05
"620","minnehaha",2005-06-12,0,0,0.0648720360718613
"621","moody",2005-10-23,0,0,0.000212171717224764
"622","minnehaha",2005-06-26,0,0,0.244063267293896
"623","minnehaha",2005-07-03,0,0,0.381164069544089
"624","minnehaha",2005-07-10,1,1,0.471774155969967
"625","minnehaha",2005-07-17,0,0,0.540675447920396
"626","minnehaha",2005-07-24,1,1,0.61548052243975
"627","minnehaha",2005-07-31,0,0,0.587677775002912
"628","moody",2005-12-11,0,0,3.4232283385753e-08
"629","day",2005-11-27,0,0,5.0538966548164e-06
"630","moody",2005-02-13,0,0,4.9369729600729e-09
"631","moody",2005-02-20,0,0,9.59198480896833e-09
"632","hamlin",2005-10-23,0,0,0.00163845087401982
"633","moody",2005-03-06,0,0,5.02877700185837e-08
"634","moody",2005-03-13,0,0,1.24200688668555e-07
"635","moody",2005-03-20,0,0,2.09026441208468e-07
"636","moody",2005-03-27,0,0,4.0287629302728e-07
"637","hamlin",2005-11-27,0,0,5.57746892311588e-06
"638","hamlin",2005-12-04,0,0,9.65284486464784e-07
"639","hamlin",2005-12-11,0,0,1.8440468672965e-07
"640","deuel",2005-06-05,0,0,0.00227673011724225
"641","deuel",2005-06-12,0,0,0.00517059969431823
"642","deuel",2005-06-19,0,0,0.0106808497117984
"643","deuel",2005-06-26,0,0,0.0237997268727856
"644","deuel",2005-07-03,1,1,0.0422507860794828
"645","deuel",2005-07-10,0,0,0.0602745977817925
"646","deuel",2005-07-17,1,1,0.0783546769497297
"647","deuel",2005-07-24,0,0,0.0987608423542213
"648","moody",2005-07-17,1,1,0.0404157092987394
"649","union",2005-03-27,0,0,4.87714205957669e-06
"650","union",2005-04-03,0,0,1.18349306220119e-05
"651","deuel",2005-08-21,0,0,0.0551472840310924
"652","deuel",2005-08-28,0,0,0.0384269313736141
"653","lincoln",2005-02-20,0,0,2.16015822869828e-07
"654","hamlin",2005-06-26,0,0,0.0782212139880548
"655","hamlin",2005-07-03,0,0,0.133289104871429
"656","hamlin",2005-07-10,1,1,0.183585036262213
"657","hamlin",2005-07-17,0,0,0.224505869512583
"658","roberts",2005-01-23,0,0,2.69915149005753e-09
"659","roberts",2005-01-30,0,0,4.17300811988395e-09
"660","brookings",2005-01-30,0,0,2.39295713629037e-08
"661","minnehaha",2005-06-19,0,0,0.121430160819187
"662","brookings",2005-02-13,0,0,6.84988649024728e-08
"663","brookings",2005-02-20,0,0,1.30856703074058e-07
"664","brookings",2005-02-27,0,0,2.61916031382986e-07
"665","brookings",2005-03-06,0,0,6.50415933766641e-07
"666","brookings",2005-03-13,0,0,1.57488787423365e-06
"667","brookings",2005-03-20,0,0,2.6404583902312e-06
"668","hamlin",2005-09-25,0,0,0.0421113849795747
"669","hamlin",2005-10-02,0,0,0.0262921697649311
"670","brookings",2005-04-10,0,0,5.80740271361851e-05
"671","brookings",2005-04-17,0,0,0.000145866371328472
"672","brookings",2005-04-24,0,0,0.000347693923081161
"673","brookings",2005-05-01,0,0,0.000439597687979508
"674","brookings",2005-05-08,0,0,0.000924337414122484
"675","union",2005-10-23,0,0,0.00111240989549853
"676","union",2005-10-30,0,0,0.000404670881160552
"677","union",2005-11-06,0,0,0.000192306770805215
"678","union",2005-11-13,0,0,9.49438781398544e-05
"679","union",2005-11-20,0,0,2.70385915073139e-05
"680","hamlin",2005-12-18,0,0,6.23604152703691e-08
"681","hamlin",2005-12-25,0,0,3.44667815024734e-08
"682","lincoln",2005-10-02,0,0,0.0324634696513208
"683","lincoln",2005-10-09,0,0,0.0143432465983775
"684","lincoln",2005-10-16,0,0,0.00719140544343638
"685","lincoln",2005-10-23,0,0,0.00318716828395707
"686","lincoln",2005-10-30,0,0,0.0011492953403735
"687","lincoln",2005-11-06,0,0,0.000529054532920554
"688","marshall",2005-07-10,0,0,0.131264101464777
"689","marshall",2005-07-17,0,0,0.154563684929413
"690","marshall",2005-07-31,0,0,0.154956024603014
"691","union",2005-04-10,0,0,3.71823983601444e-05
"692","union",2005-04-17,0,0,8.429201108698e-05
"693","union",2005-04-24,0,0,0.000194341492597166
"694","union",2005-05-01,0,0,0.000233138614055422
"695","union",2005-05-08,0,0,0.000453757211071865
"696","roberts",2005-01-09,0,0,1.48600377300011e-08
"697","roberts",2005-01-16,0,0,4.25833381377638e-09
"698","brookings",2005-11-20,0,0,3.99351520123624e-05
"699","brookings",2005-11-27,0,0,1.32434459057639e-05
"700","brookings",2005-12-04,0,0,2.41671591187616e-06
"701","brookings",2005-02-06,0,0,4.7026966454134e-08
"702","brookings",2005-12-18,0,0,1.48315794633134e-07
"703","brookings",2005-12-25,0,0,7.51495785353308e-08
"704","day",2005-10-02,0,0,0.0201109072554277
"705","day",2005-10-09,0,0,0.0070261176030176
"706","day",2005-10-16,0,0,0.00348589731771169
"707","day",2005-10-23,0,0,0.00125616997554856
"708","marshall",2005-02-13,0,0,1.33278030829153e-08
"709","brookings",2005-04-03,0,0,1.54660667666206e-05
"710","day",2005-11-20,0,0,1.60274336354918e-05
"711","mccook",2005-05-08,0,0,0.000332956634693641
"712","mccook",2005-05-15,0,0,0.000534906304132515
"713","mccook",2005-05-22,0,0,0.00136909404290972
"714","mccook",2005-05-29,0,0,0.00223199553578988
"715","mccook",2005-06-05,0,0,0.00478290537800351
"716","minnehaha",2005-01-02,0,0,5.68323646798646e-07
"717","mccook",2005-06-19,0,0,0.0219067739999922
"718","mccook",2005-06-26,0,0,0.0510054517606492
"719","codington",2005-11-20,0,0,2.77673744263974e-05
"720","codington",2005-11-27,0,0,8.98350119666632e-06
"721","codington",2005-12-04,0,0,1.60670541750989e-06
"722","codington",2005-12-11,0,0,3.2355620097377e-07
"723","codington",2005-12-18,0,0,1.11020936408001e-07
"724","codington",2005-12-25,0,0,6.16216917694037e-08
"725","hamlin",2005-02-27,0,0,1.298494274801e-07
"726","hamlin",2005-03-06,0,0,3.29948757534533e-07
"727","hamlin",2005-03-13,0,0,8.00430334014562e-07
"728","hamlin",2005-03-20,0,0,1.34637851264923e-06
"729","minnehaha",2005-03-27,0,0,1.5563235995756e-05
"730","minnehaha",2005-04-03,0,0,4.1417298589835e-05
"731","minnehaha",2005-04-10,0,0,0.000145911159700282
"732","minnehaha",2005-04-17,0,0,0.000354098315158499
"733","lincoln",2005-02-13,0,0,9.95949473779782e-08
"734","minnehaha",2005-05-01,0,0,0.00102016148824292
"735","lincoln",2005-02-27,0,0,5.12081120934118e-07
"736","lincoln",2005-03-06,0,0,1.3566483844326e-06
"737","lincoln",2005-03-13,0,0,3.38415857217195e-06
"738","lincoln",2005-03-20,0,0,5.79148496305559e-06
"739","lincoln",2005-03-27,0,0,1.06980930272203e-05
"740","minnehaha",2005-05-29,0,0,0.0138846795081944
"741","minnehaha",2005-06-05,0,0,0.0292495529532663
"742","clark",2005-01-02,0,0,6.65610410203942e-08
"743","clark",2005-01-09,0,0,2.20470352335931e-08
"744","clark",2005-01-16,0,0,6.50995493717906e-09
"745","clark",2005-01-23,0,0,4.66492184320942e-09
"746","clark",2005-01-30,0,0,7.3519288320696e-09
"747","clark",2005-02-06,0,0,1.46372852907113e-08
"748","clark",2005-02-13,0,0,2.12955073298174e-08
"749","minnehaha",2005-08-07,1,1,0.577091553705839
"750","minnehaha",2005-08-14,0,0,0.52649244653084
"751","lincoln",2005-06-12,0,0,0.0366298371837683
"752","lincoln",2005-06-19,0,0,0.0693179623693606
"753","lincoln",2005-06-26,1,1,0.149929234717165
"754","lincoln",2005-07-03,0,0,0.257592721764687
"755","lincoln",2005-07-10,1,1,0.331863932688899
"756","lincoln",2005-07-17,0,0,0.394920276533286
"757","lincoln",2005-07-24,0,0,0.473538321876085
"758","union",2005-01-02,0,0,1.37387161788592e-07
"759","union",2005-01-09,0,0,4.39520548126194e-08
"760","union",2005-01-16,0,0,1.41570272653131e-08
"761","union",2005-01-23,0,0,9.72037604550867e-09
"762","union",2005-01-30,0,0,1.41740223856263e-08
"763","union",2005-02-06,0,0,2.9141264932838e-08
"764","minnehaha",2005-11-13,0,0,0.000350002636484813
"765","minnehaha",2005-11-20,0,0,9.49359822019462e-05
"766","minnehaha",2005-11-27,0,0,3.41460361430572e-05
"767","union",2005-03-06,0,0,6.0158221062695e-07
"768","union",2005-03-13,0,0,1.49045513096749e-06
"769","union",2005-03-20,0,0,2.59784375766e-06
"770","lincoln",2005-11-13,0,0,0.000244412506935578
"771","lincoln",2005-11-20,0,0,6.77493162401267e-05
"772","lincoln",2005-11-27,0,0,2.46693204106317e-05
"773","lincoln",2005-12-04,0,0,4.52555374404614e-06
"774","lincoln",2005-12-11,0,0,6.25027427198439e-07
"775","lincoln",2005-12-18,0,0,2.03633774743942e-07
"776","lincoln",2005-12-25,0,0,8.73113887169883e-08
"777","union",2005-05-15,0,0,0.000763994626443118
"778","union",2005-05-22,0,0,0.00187155697660548
"779","union",2005-05-29,0,0,0.00299458981732192
"780","union",2005-06-05,0,0,0.0060226514929806
"781","union",2005-06-12,0,0,0.0139217860819434
"782","union",2005-06-19,0,0,0.0263199063775318
"783","union",2005-06-26,0,0,0.0595904076349964
"784","union",2005-07-03,0,0,0.113062792649325
"785","union",2005-07-10,0,0,0.153973769322501
"786","union",2005-07-17,1,1,0.195539581075149
"787","union",2005-07-24,1,1,0.257910970668621
"788","union",2005-07-31,0,0,0.242149524977203
"789","union",2005-08-07,1,1,0.231790045239287
"790","union",2005-08-14,0,0,0.207430435691731
"791","union",2005-08-21,0,0,0.172555601867334
"792","union",2005-08-28,0,0,0.134728699245309
"793","union",2005-09-04,0,0,0.0883783512177457
"794","union",2005-09-11,0,0,0.0714638448353643
"795","union",2005-10-02,0,0,0.0117545355224024
"796","brookings",2005-05-15,0,0,0.00145642726772244
"797","marshall",2005-04-10,0,0,1.74200504365565e-05
"798","marshall",2005-04-17,0,0,4.87659808296502e-05
"799","marshall",2005-04-24,0,0,0.000121771871947926
"800","marshall",2005-05-01,0,0,0.000160127540026054
"801","marshall",2005-05-08,0,0,0.000333206501503735
"802","marshall",2005-05-15,0,0,0.000509420165896055
"803","marshall",2005-05-22,0,0,0.00138695995531516
"804","marshall",2005-05-29,0,0,0.00224645067724671
"805","marshall",2005-06-05,1,1,0.00536787909663188
"806","marshall",2005-06-12,0,0,0.0115531937664766
"807","marshall",2005-06-19,0,0,0.0249948845084819
"808","marshall",2005-06-26,0,0,0.0555806332178514
"809","marshall",2005-07-03,0,0,0.091617511136718
"810","brookings",2005-08-21,0,0,0.283010822512152
"811","marshall",2005-07-24,0,0,0.173008072569941
"812","brookings",2005-10-02,0,0,0.0355035877689764
"813","brookings",2005-10-09,0,0,0.0148805040894507
"814","brookings",2005-10-16,0,0,0.00760344079967871
"815","brookings",2005-10-23,0,0,0.00297580240998323
"816","brookings",2005-10-30,0,0,0.000976534329623775
"817","brookings",2005-11-06,0,0,0.000372668422005023
"818","brookings",2005-11-13,0,0,0.000154562433154921
"819","marshall",2005-09-04,1,1,0.0639365331108646
"820","marshall",2005-09-11,0,0,0.0618928017008623
"821","marshall",2005-09-18,0,0,0.0391293268546664
"822","marshall",2005-09-25,0,0,0.0234243961862185
"823","brookings",2005-12-11,0,0,4.30919322468075e-07
"824","marshall",2005-10-09,0,0,0.00481249746242357
"825","marshall",2005-10-16,0,0,0.00241168558854355
"826","marshall",2005-10-23,0,0,0.000922895794014763
"827","marshall",2005-10-30,0,0,0.00031563845492833
"828","marshall",2005-11-06,0,0,0.000126954611674912
"829","marshall",2005-11-13,0,0,5.49380573701558e-05
"830","day",2005-10-30,0,0,0.000400456660489688
"831","day",2005-11-06,0,0,0.000146968552140174
"832","day",2005-11-13,0,0,6.09037170936209e-05
"833","mccook",2005-05-01,0,0,0.000161764681613013
"834","marshall",2005-12-11,0,0,2.11770277211446e-07
"835","marshall",2005-12-18,0,0,7.19116685653209e-08
"836","marshall",2005-12-25,0,0,2.9840878339164e-08
"837","deuel",2005-04-24,0,0,5.46375932076405e-05
"838","deuel",2005-05-01,0,0,6.86982019255289e-05
"839","codington",2005-11-13,0,0,0.000110228219818263
"840","deuel",2005-05-15,0,0,0.000228957444104484
"841","minnehaha",2005-01-23,0,0,4.47310649656064e-08
"842","minnehaha",2005-01-30,0,0,6.60973409714708e-08
"843","minnehaha",2005-02-06,0,0,1.28174193991259e-07
"844","minnehaha",2005-02-13,0,0,1.8435315458354e-07
"845","minnehaha",2005-02-20,0,0,3.70745050053082e-07
"846","minnehaha",2005-02-27,0,0,8.15862646269204e-07
"847","minnehaha",2005-03-06,0,0,2.06929384607603e-06
"848","minnehaha",2005-03-13,0,0,5.10317361961208e-06
"849","minnehaha",2005-03-20,0,0,8.40495946093535e-06
"850","miner",2005-07-31,0,0,0.0760149610534406
"851","miner",2005-08-07,0,0,0.072204988789589
"852","miner",2005-08-14,0,0,0.0609269859288886
"853","miner",2005-08-21,0,0,0.0516110178053991
"854","minnehaha",2005-04-24,0,0,0.000824698784278994
"855","miner",2005-09-04,0,0,0.0310542650991233
"856","miner",2005-09-11,0,0,0.0325149724266249
"857","miner",2005-09-18,0,0,0.0213582659034353
"858","minnehaha",2005-05-08,0,0,0.00211329565159225
"859","minnehaha",2005-05-15,0,0,0.0033680567063951
"860","minnehaha",2005-05-22,0,0,0.00858052676069964
"861","miner",2005-10-09,0,0,0.00321367318487036
"862","miner",2005-10-16,0,0,0.00150106177395802
"863","miner",2005-10-23,0,0,0.000550184325366147
"864","miner",2005-10-30,0,0,0.000164715439234032
"865","miner",2005-11-06,0,0,5.7286834061584e-05
"866","miner",2005-11-13,0,0,2.18689710064141e-05
"867","miner",2005-11-20,0,0,5.45107974768217e-06
"868","miner",2005-11-27,0,0,1.76243761530107e-06
"869","miner",2005-12-04,0,0,3.00575235313043e-07
"870","clark",2005-02-20,0,0,4.08369410285794e-08
"871","lincoln",2005-06-05,0,0,0.0160238901446002
"872","clark",2005-03-06,0,0,1.92814015102085e-07
"873","clark",2005-03-13,0,0,5.01426081192688e-07
"874","minnehaha",2005-08-21,0,0,0.474361103213934
"875","moody",2005-02-27,0,0,2.01772144966156e-08
"876","minnehaha",2005-09-04,1,1,0.309079242760646
"877","minnehaha",2005-09-11,0,0,0.288043014966209
"878","minnehaha",2005-09-18,1,1,0.187781791268232
"879","lincoln",2005-07-31,1,1,0.447011588622427
"880","lincoln",2005-08-07,1,1,0.430035459200452
"881","lincoln",2005-08-14,1,1,0.389780377215949
"882","lincoln",2005-08-21,1,1,0.339081462553686
"883","lincoln",2005-08-28,0,0,0.277542611876566
"884","lincoln",2005-09-04,0,0,0.194336522514229
"885","lincoln",2005-09-11,1,1,0.170161971410355
"886","lincoln",2005-09-18,0,0,0.0986169984556731
"887","lincoln",2005-09-25,0,0,0.0621016978953883
"888","clark",2005-07-17,0,0,0.152536068766166
"889","clark",2005-07-24,0,0,0.184334222053913
"890","minnehaha",2005-12-04,0,0,6.16407546660585e-06
"891","minnehaha",2005-12-11,0,0,9.60904184127049e-07
"892","minnehaha",2005-12-18,0,0,3.20164910387075e-07
"893","minnehaha",2005-12-25,0,0,1.49071665493536e-07
"894","clark",2005-08-28,1,1,0.0810574392240281
"895","clark",2005-09-04,0,0,0.063446906281902
"896","clark",2005-09-11,0,0,0.0660497337667794
